400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm,L,a,b,C,H,染料_1,濃度_1,布號,revised,abort
21.51,20.3,18.91,17.5,16.5,16.02,16.06,16.44,17.3,17.61,17.61,17.33,17.03,16.66,15.98,15.14,14.32,13.58,13.09,12.81,12.72,12.74,12.97,13.78,15.23,17.3,20.05,22.92,27.83,30.97,36.25,45.89,-3.63,-3.79,5.24,226.24,F0G-6,0.5,FVF2429,0,0
11.07,9.92,8.87,7.91,7.26,6.98,6.96,7.16,7.58,7.8,7.74,7.56,7.35,7.1,6.71,6.19,5.7,5.33,5.04,4.9,4.86,4.89,5.03,5.42,6.24,7.45,9.23,11.2,14.93,17.55,21.85,30.12,-3.35,-4.72,5.79,234.63,F0G-6,1.5,FVF2429,0,0
7.16,6.17,5.48,4.83,4.41,4.2,4.18,4.3,4.5,4.63,4.58,4.45,4.29,4.12,3.86,3.6,3.3,3.08,2.91,2.84,2.84,2.86,2.97,3.17,3.63,4.34,5.48,6.84,9.77,11.95,15.64,22.56,-2.35,-4.73,5.28,243.63,F0G-6,3,FVF2429,0,0
51.56,53,53.54,53.16,51.91,50.02,47.8,45.71,43.19,40.9,38.83,37.02,35.7,34.87,34.65,34.93,35.99,38.16,41.6,46.23,52.35,59.89,67.24,73.96,78.99,82.58,84.88,86.07,87.36,87.54,87.89,71.42,22.71,-6.81,23.71,343.3,F4I,0.06,FVF2429,0,0
31.3,30.48,29.14,27.32,25.18,22.82,20.45,18.5,16.37,14.56,13.06,11.79,10.91,10.43,10.29,10.43,11.03,12.41,14.74,18.07,22.78,29.1,36.4,45.19,54.79,63.92,71.79,77.45,82.07,83.43,84.93,48.02,35.96,-11.01,37.61,342.98,F4I,0.5,FVF2429,0,0
20.03,19.01,17.78,16.17,14.38,12.52,10.68,9.23,7.78,6.61,5.72,4.98,4.51,4.31,4.22,4.31,4.58,5.3,6.65,8.82,12.28,17.32,23.43,31.02,39.71,48.93,58.01,65.89,73.48,75.99,79.06,35.57,40.16,-10.55,41.52,345.27,F4I,1.5,FVF2429,0,0
13.84,12.84,11.74,10.42,9.03,7.6,6.27,5.28,4.36,3.67,3.17,2.82,2.61,2.5,2.49,2.54,2.7,3,3.68,4.97,7.28,11.08,16.14,22.75,30.45,38.79,47.46,55.57,64.73,68.21,72.59,28.39,39.05,-8.09,39.88,348.3,F4I,3,FVF2429,0,0
43.45,42.79,42.06,41.5,41.2,41.26,41.67,42.36,43.26,44.46,46.03,48.04,50.43,53.08,56.19,59.97,63.72,67.39,71,74.07,76.77,78.83,80.29,81.53,82.59,83.85,84.97,85.68,86.73,86.93,87.3,82.48,11.89,19.92,23.2,59.16,F2I,0.06,FVF2429,0,0
21.29,19.51,18.41,17.65,17.27,17.24,17.49,17.95,18.56,19.45,20.68,22.27,24.15,26.44,29.13,32.54,36.38,40.88,46.11,51.68,57.72,64.07,69.62,74.57,78.46,81.59,83.95,85.33,86.96,87.25,87.69,67.69,26.13,31.51,40.93,50.33,F2I,0.5,FVF2429,0,0
11.61,10.05,9.13,8.6,8.37,8.33,8.49,8.79,9.23,9.89,10.8,11.98,13.51,15.42,17.7,20.57,23.87,27.78,32.32,37.3,43,49.49,55.81,62.26,68.29,73.43,77.68,80.79,83.82,84.77,85.88,57.72,31.67,38.07,49.52,50.24,F2I,1.5,FVF2429,0,0
7.2,6.01,5.41,5.07,4.89,4.88,4.99,5.18,5.48,5.93,6.56,7.42,8.57,10.1,12,14.44,17.36,20.88,25.03,29.59,34.82,40.84,46.96,53.54,60.12,66.29,71.75,76.02,80.42,82.09,83.94,51.28,34.88,41.31,54.06,49.83,F2I,3,FVF2429,0,0
39.44,38.76,38.12,37.71,37.56,37.72,38.36,39.43,40.85,42.53,44.63,47.25,50.41,53.99,58.18,63.18,67.93,72.26,76.23,79.36,81.83,83.61,84.75,85.59,86.06,86.74,87.31,87.6,88.22,88.19,88.37,83.71,12.55,26.04,28.9,64.27,228-1,0.06,FVF2429,0,0
16.62,15.34,14.6,14.16,14.03,14.13,14.56,15.23,16.24,17.44,18.98,20.96,23.36,26.34,29.88,34.29,39.13,44.5,50.25,55.87,61.38,66.49,70.44,73.55,76.02,78.33,80.5,82.13,83.94,84.39,85.07,68.44,25.77,39.52,47.18,56.89,228-1,0.5,FVF2429,0,0
7.77,6.8,6.31,6.05,5.95,6.01,6.23,6.65,7.26,8.03,9.04,10.41,12.22,14.57,17.47,21.14,25.28,30.01,35.32,40.85,46.79,52.97,58.48,63.63,68.19,72.16,75.59,78.29,81.26,82.32,83.73,58.31,33.15,47.72,58.1,55.21,228-1,1.5,FVF2429,0,0
4.66,3.96,3.69,3.55,3.46,3.49,3.63,3.85,4.18,4.69,5.34,6.28,7.58,9.41,11.79,14.93,18.67,23.05,28.03,33.33,39.21,45.67,51.9,58.13,63.89,68.95,73.11,76.26,79.39,80.53,81.96,52.52,37.73,50.97,63.41,53.49,228-1,3,FVF2429,0,0
43.84,42.4,38.81,36.67,35.97,34.09,39.22,49.75,60.11,66.3,70.44,73.44,75.78,77.57,78.92,80.21,81.23,81.91,82.67,83.22,83.68,84.06,84.34,84.67,85.07,85.66,86.29,86.72,87.48,87.56,87.82,90.39,-5.21,33.16,33.56,98.94,122,0.06,FVF2429,0,0
23.26,20.02,16.24,14.24,13.61,12.24,16.17,25.45,37.33,46.42,53.6,59.65,64.79,69.06,72.4,75.13,77.12,78.5,79.67,80.39,80.93,81.39,81.74,82.15,82.65,83.49,84.42,85.11,86.12,86.35,86.85,86.68,-4.11,59.79,59.93,93.94,122,0.5,FVF2429,0,0
12.77,10.05,7.53,6.34,5.98,5.25,7.72,14.35,24.39,32.71,39.71,46.11,52.06,57.65,62.6,67.05,70.54,73.25,75.49,76.95,78.12,79.02,79.64,80.22,80.8,81.64,82.55,83.14,84.12,84.36,84.84,82.65,1.77,73.97,73.99,88.63,122,1.5,FVF2429,0,0
7.87,5.88,4.28,3.64,3.34,3.09,4.51,9.05,17.31,24.71,31.16,37.19,43.03,48.8,54.23,59.38,63.52,66.97,69.82,71.84,73.42,74.71,75.66,76.53,77.38,78.46,79.65,80.56,81.9,82.33,83.1,78.9,6.17,80,80.24,85.59,122,3,FVF2429,0,0
34.11,32.13,30.3,29.27,28.94,29.1,33.12,39.77,49.73,60.34,68.34,72.84,75.19,76.47,77.43,78.12,78.58,78.79,79.03,79.18,79.48,79.72,80.01,80.47,81.33,82.58,83.88,85.01,86.5,86.94,87.43,88.96,-7.57,39.56,40.28,100.83,227-1,0.06,FVF2429,0,0
11.53,9.86,8.74,8.19,7.99,8.21,10.48,14.87,22.83,33.54,45,54.45,60.94,65.42,69.1,72.19,74.52,76.37,78,79.22,80.32,81.13,81.79,82.39,83.05,83.96,84.76,85.5,86.46,86.59,86.96,84.91,-1.5,72.4,72.76,91.48,227-1,0.5,FVF2429,0,0
5.23,4.33,3.81,3.57,3.48,3.61,4.77,7.36,13.11,21.95,32.23,41.59,48.86,54.58,59.5,63.88,67.38,70.25,72.62,74.43,76.08,77.46,78.53,79.46,80.46,81.62,82.7,83.63,84.79,85.13,85.75,80.73,4.44,84.76,84.88,87,227-1,1.5,FVF2429,0,0
3.05,2.58,2.4,2.29,2.25,2.35,2.8,4.17,7.98,14.89,23.83,32.23,38.96,44.55,49.47,54.01,57.8,61.03,63.76,66.03,68.07,69.82,71.26,72.61,74.08,75.7,77.26,78.71,80.56,81.28,82.37,75.74,8.67,87.02,87.45,84.31,227-1,3,FVF2429,0,0
57.5,60.55,62.81,64.44,65.28,65.62,65.9,65.96,65.58,64.24,62.07,59.5,56.71,53.09,49.87,47.38,45.33,42.73,40.11,38.56,38.47,38.46,37.73,36.6,36.87,39.44,45.43,53.66,66.63,72.11,79.37,75.37,-7.81,-15.6,17.45,243.39,162,0.06,FVF2429,0,0
44.88,46.97,47.72,47.74,46.95,45.81,44.26,42.89,41.16,38.6,35.57,32.44,29.49,26.23,23.41,21.27,19.63,17.63,15.73,14.67,14.62,14.47,14.05,13.42,13.61,15.32,19.69,25.66,36.76,43.36,53.55,55.68,-5.23,-29.34,29.8,259.89,162,0.5,FVF2429,0,0
35.12,36.51,36.79,35.99,34.59,33,31.07,29.5,27.72,25.29,22.51,19.72,17.17,14.49,12.24,10.59,9.41,8.02,6.81,6.24,6.16,6.08,5.83,5.58,5.62,6.63,9.43,13.74,23.14,29.12,38.42,42.7,-2.23,-35.75,35.82,266.43,162,1.5,FVF2429,0,0
28.09,29.19,29.29,28.35,26.91,25.36,23.55,22.04,20.4,18.28,15.81,13.41,11.29,9.19,7.51,6.3,5.47,4.59,3.86,3.58,3.49,3.45,3.34,3.21,3.24,3.79,5.52,8.37,16.02,21.32,29.48,34.91,1.06,-37.57,37.59,271.62,162,3,FVF2429,0,0
60.42,63.64,65.45,66.46,66.68,66.76,66.76,66.64,65.99,64.39,61.94,59.08,56.14,52.42,49.06,46.57,44.46,41.82,39.2,37.67,37.57,37.53,36.76,35.68,35.97,38.59,44.61,52.82,65.96,71.72,79.32,74.99,-7.42,-17.33,18.85,246.83,162,0.06,FVF2666,0,0
46.45,48.85,49.28,48.86,47.57,45.99,44.13,42.48,40.52,37.91,34.63,31.34,28.3,25.01,22.1,19.96,18.3,16.31,14.44,13.4,13.35,13.21,12.8,12.19,12.38,14.06,18.39,24.41,35.98,42.96,53.75,54.5,-4.48,-31.66,31.98,261.94,162,0.5,FVF2666,0,0
35.16,37.13,37.27,36.2,34.58,32.82,30.8,29.14,27.28,24.82,21.94,19.1,16.53,13.85,11.61,10,8.84,7.49,6.34,5.79,5.71,5.64,5.4,5.18,5.23,6.19,8.88,13.03,22.68,28.86,38.55,41.9,-1.49,-36.96,36.99,267.69,162,1.5,FVF2666,0,0
27.84,29.44,29.42,28.28,26.71,25.04,23.1,21.52,19.83,17.63,15.12,12.68,10.57,8.52,6.88,5.74,4.98,4.15,3.49,3.24,3.16,3.13,3.03,2.93,2.96,3.47,5.03,7.66,15.36,20.9,29.43,33.87,2.33,-38.84,38.91,273.43,162,3,FVF2666,0,0
34.01,32.12,30.17,29.03,28.65,28.81,32.91,39.77,50.08,61.44,70.27,75.27,77.68,78.88,79.62,80.19,80.57,80.71,80.91,81.02,81.26,81.38,81.52,81.79,82.32,83.26,84.36,85.35,87.08,87.56,88.18,89.81,-8.36,41.08,41.92,101.51,227-1,0.06,FVF2666,0,0
10.78,9.22,8.13,7.61,7.42,7.64,9.84,14.17,22.23,33.21,44.85,54.49,61.24,66,69.79,72.99,75.35,77.14,78.8,80.04,81.09,81.93,82.6,83.21,83.81,84.61,85.35,85.94,86.87,86.98,87.29,85.17,-1.5,74.71,74.72,91.15,227-1,0.5,FVF2666,0,0
4.91,4.03,3.55,3.36,3.25,3.36,4.43,6.86,12.47,21.39,31.92,41.51,48.96,54.82,59.81,64.26,67.72,70.48,72.84,74.67,76.26,77.55,78.61,79.62,80.61,81.79,82.92,83.71,84.97,85.32,85.92,80.8,4.41,86.19,86.3,87.07,227-1,1.5,FVF2666,0,0
2.98,2.48,2.31,2.21,2.16,2.26,2.66,3.9,7.51,14.34,23.33,31.85,38.69,44.32,49.18,53.57,57,59.71,61.98,63.73,65.2,66.56,67.75,69.15,70.97,73.06,75.25,77.19,79.81,80.9,82.37,75.02,7.31,86.72,87.03,85.18,227-1,3,FVF2666,0,0
46.94,44.51,40.05,37.46,36.54,34.37,39.67,51.03,62.6,69.69,74.31,77.61,79.96,81.63,82.8,83.78,84.49,84.93,85.43,85.71,86.05,86.25,86.38,86.53,86.74,87.19,87.57,87.93,88.58,88.53,88.72,91.8,-6.7,34.34,34.98,101.05,122,0.06,FVF2666,0,0
22.27,18.81,15.06,13.12,12.5,11.17,14.99,24.17,36.02,44.95,51.95,57.84,62.82,66.96,70.34,73.04,75.05,76.54,77.74,78.54,79.17,79.76,80.25,80.85,81.6,82.73,83.87,84.81,86.19,86.56,87.1,85.77,-3.75,60.6,60.71,93.54,122,0.5,FVF2666,0,0
11.98,9.34,6.93,5.87,5.34,4.77,7.11,13.55,23.64,32.1,39.19,45.72,51.82,57.61,62.87,67.59,71.36,74.4,76.83,78.42,79.66,80.63,81.24,81.81,82.32,83.09,84.01,84.58,85.55,85.74,86.17,82.95,2.53,76.24,76.29,88.1,122,1.5,FVF2666,0,0
34.79,34.72,34.53,34.64,34.71,35.05,35.85,36.97,38.35,39.83,41.82,44.2,47.04,50.02,53.55,57.53,61.18,64.39,67.17,69.41,71.23,72.66,73.8,74.95,76.32,78.14,80.03,81.65,83.75,84.45,85.24,80.33,10.19,23.81,25.9,66.84,228-1,0.06,FVF2666,0,0
16.3,14.95,14.14,13.68,13.53,13.58,14,14.67,15.68,16.86,18.42,20.42,22.88,25.86,29.46,33.95,38.82,44.24,50.02,55.74,61.32,66.61,70.78,74.12,76.72,79.04,81.08,82.75,84.65,85.28,86.03,68.23,26.35,40.42,48.25,56.9,228-1,0.5,FVF2666,0,0
7.38,6.4,5.95,5.69,5.59,5.63,5.84,6.25,6.82,7.56,8.56,9.93,11.72,14.07,17.01,20.79,25.06,30,35.55,41.37,47.69,54.43,60.65,66.52,71.6,75.82,79.09,81.43,83.89,84.64,85.5,58.41,34.93,49.55,60.62,54.82,228-1,1.5,FVF2666,0,0
3.93,3.35,3.16,3.03,2.95,2.97,3.09,3.27,3.53,3.92,4.49,5.28,6.42,8.06,10.25,13.21,16.81,21.1,26.03,31.21,36.92,43.05,48.94,54.77,60.33,65.4,69.84,73.51,77.38,79.11,81.18,50.58,38.49,51.19,64.04,53.06,228-1,3,FVF2666,0,0
44.11,42.97,41.97,41.26,40.78,40.79,41.17,41.85,42.72,43.98,45.52,47.58,50.02,52.75,56.05,60.03,64.11,68.36,72.58,76.31,79.66,82.4,84.21,85.58,86.45,87.24,87.89,88.24,88.88,88.83,88.98,82.9,13.64,21.12,25.14,57.14,F2I,0.06,FVF2666,0,0
20.01,18.14,16.95,16.18,15.81,15.76,15.98,16.36,17.04,17.9,19.11,20.69,22.6,24.85,27.57,30.98,34.81,39.25,44.37,49.82,55.74,61.97,67.47,72.39,76.35,79.63,82.12,83.93,85.69,86.28,86.96,66.42,26.59,32.55,42.03,50.76,F2I,0.5,FVF2666,0,0
11.1,9.53,8.67,8.13,7.89,7.85,7.99,8.25,8.68,9.33,10.23,11.4,12.89,14.79,17.08,19.97,23.33,27.29,31.9,36.95,42.64,49.1,55.38,61.74,67.71,72.91,77.13,80.33,83.42,84.53,85.64,57.21,32.25,38.91,50.54,50.35,F2I,1.5,FVF2666,0,0
6.75,5.61,5.05,4.73,4.55,4.52,4.62,4.8,5.08,5.49,6.09,6.91,8,9.49,11.33,13.77,16.68,20.27,24.49,29.09,34.32,40.24,46.18,52.46,58.72,64.59,69.85,74.04,78.48,80.17,82.11,50.57,35.35,41.88,54.81,49.83,F2I,3,FVF2666,0,0
52.57,53.49,53.29,52.36,50.7,48.62,46.29,44.26,41.75,39.34,37.38,35.58,34.28,33.35,33.16,33.42,34.46,36.57,39.93,44.47,50.48,57.89,65.38,72.55,78.08,82.13,84.73,86.23,87.45,87.79,88.1,70.36,23.33,-7.35,24.46,342.51,F4I,0.05,FVF2666,0,0
31.32,30.37,28.92,26.97,24.78,22.36,19.95,17.98,15.86,14,12.53,11.27,10.4,9.93,9.79,9.92,10.51,11.87,14.17,17.51,22.23,28.56,35.86,44.58,54.13,63.41,71.52,77.65,82.46,84.06,85.58,47.34,36.66,-11.37,38.38,342.77,F4I,0.5,FVF2666,0,0
9.82,18.69,17.37,15.73,13.93,12.03,10.19,8.78,7.35,6.2,5.34,4.63,4.21,4,3.92,4.01,4.36,4.92,6.21,8.29,11.66,16.63,22.75,30.31,38.94,47.98,57,64.99,73.08,75.93,79.2,34.75,40.56,-10.74,41.95,345.17,F4I,1.5,FVF2666,0,0
13.24,12.16,11.05,9.76,8.39,7.02,5.74,4.82,3.97,3.34,2.9,2.6,2.39,2.31,2.3,2.34,2.49,2.76,3.33,4.5,6.66,10.32,15.32,21.96,29.79,38.28,47.2,55.58,65.5,69.52,74.33,27.47,39.14,-7.56,39.86,349.07,F4I,3,FVF2666,0,0
44.04,43.63,42.49,41.06,39.84,39.25,39.38,39.97,41.15,41.6,41.57,41.21,40.89,40.32,39.43,38.41,37.3,36.26,35.53,35.08,34.92,34.93,35.24,36.3,38.34,41.18,44.74,48.44,54.42,58,63.54,68.27,-2.9,-2.46,3.8,220.31,F0G-6,0.06,FVF2666,0,0
19.8,18.42,17.07,15.73,14.78,14.33,14.35,14.71,15.54,15.82,15.82,15.56,15.25,14.89,14.23,13.4,12.6,11.9,11.44,11.19,11.09,11.11,11.42,12.04,13.39,15.35,17.94,20.71,25.44,28.49,33.55,43.45,-3.8,-4.04,5.55,226.77,F0G-6,0.5,FVF2666,0,0
10.53,9.32,8.3,7.39,6.75,6.48,6.46,6.65,7.07,7.28,7.22,7.04,6.82,6.58,6.16,5.67,5.21,4.85,4.57,4.45,4.4,4.43,4.56,4.9,5.66,6.82,8.47,10.39,14.09,16.71,21,28.84,-3.47,-4.94,6.04,234.87,F0G-6,1.5,FVF2666,0,0
6.56,5.67,5,4.38,3.99,3.8,3.78,3.89,4.07,4.2,4.15,4.03,3.89,3.74,3.51,3.27,3,2.8,2.65,2.6,2.59,2.6,2.7,2.87,3.27,3.9,4.95,6.19,9,11.13,14.74,21.34,-2.24,-4.54,5.07,243.74,F0G-6,3,FVF2666,0,0
59.56,60.67,59.58,57.16,54.02,50.84,47.82,45.62,43.34,41.31,39.75,38.67,38.48,38.54,39.65,42.19,46.28,52.6,60.7,69.07,76.27,81.05,83.49,84.72,85.41,86.19,86.83,87.26,88.08,88.12,88.39,77.42,27.16,1.72,27.22,3.62,244-4,0.06,FVF2666,0,0
41.25,39.43,36.25,32.46,28.8,25.51,22.69,20.73,18.87,17.29,16.1,15.32,15.16,15.31,16.12,17.95,21.07,26.29,33.63,42.7,53.23,63.7,71.24,76.05,78.76,80.77,82.38,83.57,85.09,85.55,86.2,60.96,43.43,5.25,43.74,6.89,244-4,0.5,FVF2666,0,0
29.44,26.97,23.64,20.1,16.93,14.24,12.04,10.6,9.29,8.23,7.47,7.02,6.89,7.02,7.55,8.66,10.86,14.86,20.95,28.74,38.07,47.84,55.51,60.83,64.32,67.16,69.8,72.3,76.18,78.16,80.86,49.94,48.81,7.92,49.45,9.21,244-4,1.5,FVF2666,0,0
22.48,19.87,16.8,13.72,11.05,8.92,7.27,6.24,5.36,4.68,4.22,3.93,3.86,3.96,4.32,4.92,6.35,9.23,14.16,21.05,29.85,39.81,48.72,55.92,60.99,64.83,68.02,70.63,73.54,74.89,77.06,43.67,52.35,11.48,53.59,12.37,244-4,3,FVF2666,0,0
41.73,40.4,39.14,38.33,37.92,38.04,38.84,40.06,41.83,43.61,45.54,47.89,50.75,53.96,57.78,62.27,66.6,70.6,74.18,77.07,79.4,81.17,82.37,83.38,84.19,85.17,86.04,86.63,87.63,87.75,88.09,83.27,11.55,24.52,27.1,64.79,228-9,0.06,FVF2666,0,0
16.82,14.87,13.7,12.97,12.71,12.8,13.25,14.05,15.31,16.63,18.09,19.93,22.21,25.04,28.47,32.75,37.43,42.65,48.29,53.83,59.3,64.48,68.61,72.04,74.82,77.26,79.39,81.03,83.1,83.83,84.84,67.32,26.01,40.45,48.09,57.26,228-9,0.5,FVF2666,0,0
8.32,6.84,6.13,5.66,5.53,5.6,5.85,6.34,7.1,7.94,8.93,10.21,11.92,14.19,17.02,20.64,24.79,29.55,34.92,40.5,46.55,52.95,58.78,64.37,69.39,73.69,77.22,79.79,82.51,83.37,84.47,58.07,33.79,48.67,59.25,55.23,228-9,1.5,FVF2666,0,0
4.84,3.92,3.49,3.26,3.14,3.17,3.33,3.6,3.97,4.49,5.1,5.94,7.12,8.79,11,13.97,17.55,21.79,26.63,31.78,37.42,43.53,49.45,55.42,61.19,66.47,71.06,74.73,78.37,79.79,81.41,51.33,37.5,50.59,62.98,53.45,228-9,3,FVF2666,0,0
56.85,57.44,55.86,53.11,49.67,46.13,42.81,40.29,37.72,35.64,34.4,33.67,33.84,34.3,36.13,39.93,46.11,55.8,67.78,78.25,85.29,87.54,87.63,87.86,88.13,88.42,88.81,88.67,88.87,88.85,89.13,77.43,32.49,6.83,33.2,11.86,F4X-9,0.06,FVF2666,0,0
35.07,32.74,29.5,25.81,22.23,19.01,16.31,14.39,12.67,11.48,10.73,10.41,10.46,10.99,12.27,14.96,19.76,28.36,41.28,57.07,73.94,85.24,89.34,91.79,92.33,92.02,91.79,90.65,89.76,89.15,89.76,62.77,55.1,19.91,58.59,19.86,F4X-9,0.5,FVF2666,0,0
23.22,20.76,17.93,14.97,12.25,9.97,8.16,6.97,5.95,5.31,4.97,4.83,4.9,5.2,6.01,7.76,11.11,17.7,28.26,42.05,58.25,71.42,78.24,83.1,85.61,85.97,86.9,86.5,86.01,85.66,87.1,54.51,59.75,27.14,65.62,24.43,F4X-9,1.5,FVF2666,0,0
16.18,13.85,11.48,9.16,7.18,5.65,4.52,3.84,3.36,3.03,2.85,2.78,2.86,3.04,3.54,4.53,6.68,11.41,19.78,31.53,46.19,59.57,68.1,74.63,78.62,80.09,82.06,82.16,82.47,82.53,84.46,48.56,60.64,32.09,68.6,27.89,F4X-9,3,FVF2666,0,0
57.98,58.36,57.49,55.25,52.08,48.63,45.17,42.37,39.41,37.04,35.19,33.88,33.25,33.25,33.83,35.74,39.24,45.73,55.43,67.35,80.25,88.16,90.14,91.48,91.97,92.06,92.43,91.71,91.48,90.97,91.9,75.38,34.6,1,34.62,1.65,F4S-5,0.06,FVF2666,0,0
35.28,33.41,30.57,27.16,23.73,20.52,17.67,15.59,13.64,12.16,11.14,10.44,10.26,10.33,10.9,12.17,14.79,19.92,28.39,40.56,57.76,75.71,88.07,97.09,100.94,100.57,100.08,97.81,95.1,93.74,94.16,59.06,56.98,11.08,58.05,11.01,F4S-5,0.5,FVF2666,0,0
22.6,20.5,17.96,15.16,12.53,10.23,8.34,7.07,5.95,5.18,4.68,4.38,4.32,4.42,4.81,5.48,7.05,10.48,16.77,26.63,41.47,58.46,72.44,85.02,92.53,94.4,96.39,94.7,93.02,91.37,92.95,49.56,61.96,18.21,64.58,16.38,F4S-5,1.5,FVF2666,0,0
15.16,13.19,11.14,9.05,7.17,5.65,4.5,3.79,3.22,2.88,2.64,2.52,2.49,2.56,2.77,3.15,3.98,6.04,10.27,17.67,29.76,44.54,57.85,70.93,80.44,85.02,88.97,88.94,88.64,87.72,90.1,42.86,61.07,22.68,65.15,20.37,F4S-5,3,FVF2666,0,0
